sex,age,citizen,educd,region,n
female,80,born abroad of american parents,grade 8,west south central div,1
female,80,born abroad of american parents,grade 9,south atlantic division,1
female,80,born abroad of american parents,grade 11,south atlantic division,1
female,80,born abroad of american parents,"12th grade, no diploma",middle atlantic division,1
female,80,born abroad of american parents,"12th grade, no diploma",east north central div,1
female,80,born abroad of american parents,"12th grade, no diploma",west south central div,1
female,80,born abroad of american parents,"12th grade, no diploma",pacific division,1
female,80,born abroad of american parents,regular high school diploma,new england division,1
female,80,born abroad of american parents,regular high school diploma,east north central div,1
female,80,born abroad of american parents,regular high school diploma,south atlantic division,2
female,80,born abroad of american parents,regular high school diploma,west south central div,1
female,80,born abroad of american parents,regular high school diploma,pacific division,3
female,80,born abroad of american parents,"1 or more years of college credit, no degree",new england division,1
female,80,born abroad of american parents,"1 or more years of college credit, no degree",middle atlantic division,1
female,80,born abroad of american parents,"1 or more years of college credit, no degree",south atlantic division,1
female,80,born abroad of american parents,"1 or more years of college credit, no degree",west south central div,2
female,80,born abroad of american parents,"1 or more years of college credit, no degree",pacific division,1
female,80,born abroad of american parents,"associate's degree, type not specified",east north central div,1
female,80,born abroad of american parents,bachelor's degree,east north central div,1
female,80,born abroad of american parents,bachelor's degree,south atlantic division,1
female,80,born abroad of american parents,bachelor's degree,pacific division,1
female,80,born abroad of american parents,master's degree,east north central div,1
female,80,born abroad of american parents,master's degree,south atlantic division,1
female,80,born abroad of american parents,professional degree beyond a bachelor's degree,middle atlantic division,1
female,80,born abroad of american parents,doctoral degree,middle atlantic division,1
female,80,naturalized citizen,no schooling completed,new england division,8
female,80,naturalized citizen,no schooling completed,middle atlantic division,13
female,80,naturalized citizen,no schooling completed,east north central div,6
female,80,naturalized citizen,no schooling completed,west north central div,1
female,80,naturalized citizen,no schooling completed,south atlantic division,13
female,80,naturalized citizen,no schooling completed,east south central div,2
female,80,naturalized citizen,no schooling completed,west south central div,4
female,80,naturalized citizen,no schooling completed,mountain division,1
female,80,naturalized citizen,no schooling completed,pacific division,48
female,80,naturalized citizen,kindergarten,west north central div,1
female,80,naturalized citizen,kindergarten,south atlantic division,1
female,80,naturalized citizen,kindergarten,pacific division,1
female,80,naturalized citizen,grade 1,south atlantic division,1
female,80,naturalized citizen,grade 1,west south central div,1
female,80,naturalized citizen,grade 1,pacific division,1
female,80,naturalized citizen,grade 2,south atlantic division,3
female,80,naturalized citizen,grade 2,mountain division,1
female,80,naturalized citizen,grade 2,pacific division,3
female,80,naturalized citizen,grade 3,new england division,1
female,80,naturalized citizen,grade 3,middle atlantic division,2
female,80,naturalized citizen,grade 3,west north central div,1
female,80,naturalized citizen,grade 3,south atlantic division,2
female,80,naturalized citizen,grade 3,west south central div,2
female,80,naturalized citizen,grade 3,mountain division,2
female,80,naturalized citizen,grade 3,pacific division,10
female,80,naturalized citizen,grade 4,new england division,1
female,80,naturalized citizen,grade 4,middle atlantic division,3
female,80,naturalized citizen,grade 4,east north central div,1
female,80,naturalized citizen,grade 4,south atlantic division,1
female,80,naturalized citizen,grade 4,pacific division,4
female,80,naturalized citizen,grade 5,new england division,3
female,80,naturalized citizen,grade 5,middle atlantic division,6
female,80,naturalized citizen,grade 5,east north central div,1
female,80,naturalized citizen,grade 5,south atlantic division,5
female,80,naturalized citizen,grade 5,west south central div,1
female,80,naturalized citizen,grade 5,mountain division,2
female,80,naturalized citizen,grade 5,pacific division,7
female,80,naturalized citizen,grade 6,new england division,1
female,80,naturalized citizen,grade 6,middle atlantic division,11
female,80,naturalized citizen,grade 6,east north central div,2
female,80,naturalized citizen,grade 6,west north central div,2
female,80,naturalized citizen,grade 6,south atlantic division,11
female,80,naturalized citizen,grade 6,west south central div,8
female,80,naturalized citizen,grade 6,mountain division,2
female,80,naturalized citizen,grade 6,pacific division,16
female,80,naturalized citizen,grade 7,new england division,2
female,80,naturalized citizen,grade 7,middle atlantic division,2
female,80,naturalized citizen,grade 7,east north central div,1
female,80,naturalized citizen,grade 7,west north central div,1
female,80,naturalized citizen,grade 7,south atlantic division,3
female,80,naturalized citizen,grade 7,west south central div,1
female,80,naturalized citizen,grade 7,pacific division,7
female,80,naturalized citizen,grade 8,new england division,1
female,80,naturalized citizen,grade 8,middle atlantic division,10
female,80,naturalized citizen,grade 8,east north central div,2
female,80,naturalized citizen,grade 8,south atlantic division,3
female,80,naturalized citizen,grade 8,mountain division,5
female,80,naturalized citizen,grade 8,pacific division,13
female,80,naturalized citizen,grade 9,new england division,2
female,80,naturalized citizen,grade 9,middle atlantic division,3
female,80,naturalized citizen,grade 9,east north central div,1
female,80,naturalized citizen,grade 9,south atlantic division,4
female,80,naturalized citizen,grade 9,west south central div,4
female,80,naturalized citizen,grade 9,mountain division,1
female,80,naturalized citizen,grade 9,pacific division,5
female,80,naturalized citizen,grade 10,new england division,1
female,80,naturalized citizen,grade 10,middle atlantic division,2
female,80,naturalized citizen,grade 10,east north central div,3
female,80,naturalized citizen,grade 10,south atlantic division,2
female,80,naturalized citizen,grade 10,west south central div,2
female,80,naturalized citizen,grade 10,pacific division,4
female,80,naturalized citizen,grade 11,new england division,1
female,80,naturalized citizen,grade 11,middle atlantic division,1
female,80,naturalized citizen,grade 11,east north central div,1
female,80,naturalized citizen,grade 11,south atlantic division,1
female,80,naturalized citizen,grade 11,mountain division,2
female,80,naturalized citizen,grade 11,pacific division,6
female,80,naturalized citizen,"12th grade, no diploma",middle atlantic division,14
female,80,naturalized citizen,"12th grade, no diploma",east north central div,4
female,80,naturalized citizen,"12th grade, no diploma",south atlantic division,5
female,80,naturalized citizen,"12th grade, no diploma",west south central div,2
female,80,naturalized citizen,"12th grade, no diploma",mountain division,2
female,80,naturalized citizen,"12th grade, no diploma",pacific division,8
female,80,naturalized citizen,regular high school diploma,new england division,16
female,80,naturalized citizen,regular high school diploma,middle atlantic division,43
female,80,naturalized citizen,regular high school diploma,east north central div,12
female,80,naturalized citizen,regular high school diploma,west north central div,4
female,80,naturalized citizen,regular high school diploma,south atlantic division,45
female,80,naturalized citizen,regular high school diploma,east south central div,1
female,80,naturalized citizen,regular high school diploma,west south central div,16
female,80,naturalized citizen,regular high school diploma,mountain division,10
female,80,naturalized citizen,regular high school diploma,pacific division,67
female,80,naturalized citizen,ged or alternative credential,new england division,2
female,80,naturalized citizen,ged or alternative credential,middle atlantic division,8
female,80,naturalized citizen,ged or alternative credential,east north central div,2
female,80,naturalized citizen,ged or alternative credential,south atlantic division,3
female,80,naturalized citizen,ged or alternative credential,east south central div,1
female,80,naturalized citizen,ged or alternative credential,west south central div,5
female,80,naturalized citizen,ged or alternative credential,mountain division,1
female,80,naturalized citizen,ged or alternative credential,pacific division,4
female,80,naturalized citizen,"some college, but less than 1 year",middle atlantic division,5
female,80,naturalized citizen,"some college, but less than 1 year",east north central div,4
female,80,naturalized citizen,"some college, but less than 1 year",west north central div,1
female,80,naturalized citizen,"some college, but less than 1 year",south atlantic division,13
female,80,naturalized citizen,"some college, but less than 1 year",east south central div,2
female,80,naturalized citizen,"some college, but less than 1 year",west south central div,1
female,80,naturalized citizen,"some college, but less than 1 year",pacific division,8
female,80,naturalized citizen,"1 or more years of college credit, no degree",new england division,4
female,80,naturalized citizen,"1 or more years of college credit, no degree",middle atlantic division,15
female,80,naturalized citizen,"1 or more years of college credit, no degree",east north central div,8
female,80,naturalized citizen,"1 or more years of college credit, no degree",west north central div,4
female,80,naturalized citizen,"1 or more years of college credit, no degree",south atlantic division,21
female,80,naturalized citizen,"1 or more years of college credit, no degree",west south central div,10
female,80,naturalized citizen,"1 or more years of college credit, no degree",mountain division,10
female,80,naturalized citizen,"1 or more years of college credit, no degree",pacific division,26
female,80,naturalized citizen,"associate's degree, type not specified",new england division,2
female,80,naturalized citizen,"associate's degree, type not specified",middle atlantic division,15
female,80,naturalized citizen,"associate's degree, type not specified",east north central div,2
female,80,naturalized citizen,"associate's degree, type not specified",west north central div,1
female,80,naturalized citizen,"associate's degree, type not specified",south atlantic division,13
female,80,naturalized citizen,"associate's degree, type not specified",west south central div,4
female,80,naturalized citizen,"associate's degree, type not specified",mountain division,2
female,80,naturalized citizen,"associate's degree, type not specified",pacific division,19
female,80,naturalized citizen,bachelor's degree,new england division,13
female,80,naturalized citizen,bachelor's degree,middle atlantic division,25
female,80,naturalized citizen,bachelor's degree,east north central div,10
female,80,naturalized citizen,bachelor's degree,south atlantic division,30
female,80,naturalized citizen,bachelor's degree,east south central div,1
female,80,naturalized citizen,bachelor's degree,west south central div,6
female,80,naturalized citizen,bachelor's degree,mountain division,7
female,80,naturalized citizen,bachelor's degree,pacific division,56
female,80,naturalized citizen,master's degree,middle atlantic division,7
female,80,naturalized citizen,master's degree,east north central div,3
female,80,naturalized citizen,master's degree,south atlantic division,14
female,80,naturalized citizen,master's degree,east south central div,2
female,80,naturalized citizen,master's degree,west south central div,5
female,80,naturalized citizen,master's degree,mountain division,2
female,80,naturalized citizen,master's degree,pacific division,18
female,80,naturalized citizen,professional degree beyond a bachelor's degree,middle atlantic division,5
female,80,naturalized citizen,professional degree beyond a bachelor's degree,east north central div,3
female,80,naturalized citizen,professional degree beyond a bachelor's degree,south atlantic division,2
female,80,naturalized citizen,professional degree beyond a bachelor's degree,east south central div,1
female,80,naturalized citizen,professional degree beyond a bachelor's degree,west south central div,2
female,80,naturalized citizen,professional degree beyond a bachelor's degree,mountain division,1
female,80,naturalized citizen,professional degree beyond a bachelor's degree,pacific division,9
female,80,naturalized citizen,doctoral degree,middle atlantic division,1
female,80,naturalized citizen,doctoral degree,east north central div,2
female,80,naturalized citizen,doctoral degree,south atlantic division,6
female,80,naturalized citizen,doctoral degree,west south central div,1
female,80,naturalized citizen,doctoral degree,mountain division,1
female,80,naturalized citizen,doctoral degree,pacific division,6
female,81,born abroad of american parents,no schooling completed,east north central div,1
female,81,born abroad of american parents,no schooling completed,mountain division,1
female,81,born abroad of american parents,grade 5,middle atlantic division,1
female,81,born abroad of american parents,grade 8,middle atlantic division,1
female,81,born abroad of american parents,grade 8,pacific division,1
female,81,born abroad of american parents,grade 10,new england division,1
female,81,born abroad of american parents,grade 10,east north central div,2
female,81,born abroad of american parents,grade 11,middle atlantic division,1
female,81,born abroad of american parents,grade 11,pacific division,1
female,81,born abroad of american parents,"12th grade, no diploma",east north central div,1
female,81,born abroad of american parents,regular high school diploma,middle atlantic division,1
female,81,born abroad of american parents,regular high school diploma,south atlantic division,1
female,81,born abroad of american parents,regular high school diploma,pacific division,1
female,81,born abroad of american parents,ged or alternative credential,middle atlantic division,1
female,81,born abroad of american parents,ged or alternative credential,south atlantic division,1
female,81,born abroad of american parents,"some college, but less than 1 year",middle atlantic division,1
female,81,born abroad of american parents,"some college, but less than 1 year",pacific division,1
female,81,born abroad of american parents,"1 or more years of college credit, no degree",mountain division,1
female,81,born abroad of american parents,"1 or more years of college credit, no degree",pacific division,1
female,81,born abroad of american parents,bachelor's degree,new england division,1
female,81,born abroad of american parents,bachelor's degree,middle atlantic division,1
female,81,born abroad of american parents,bachelor's degree,pacific division,3
female,81,born abroad of american parents,master's degree,new england division,2
female,81,born abroad of american parents,master's degree,middle atlantic division,1
female,81,born abroad of american parents,master's degree,south atlantic division,2
female,81,naturalized citizen,no schooling completed,new england division,1
female,81,naturalized citizen,no schooling completed,middle atlantic division,14
female,81,naturalized citizen,no schooling completed,east north central div,7
female,81,naturalized citizen,no schooling completed,west north central div,2
female,81,naturalized citizen,no schooling completed,south atlantic division,14
female,81,naturalized citizen,no schooling completed,west south central div,11
female,81,naturalized citizen,no schooling completed,mountain division,2
female,81,naturalized citizen,no schooling completed,pacific division,43
female,81,naturalized citizen,kindergarten,pacific division,2
female,81,naturalized citizen,grade 1,middle atlantic division,1
female,81,naturalized citizen,grade 1,west south central div,2
female,81,naturalized citizen,grade 1,pacific division,1
female,81,naturalized citizen,grade 2,south atlantic division,1
female,81,naturalized citizen,grade 2,west south central div,1
female,81,naturalized citizen,grade 2,pacific division,4
female,81,naturalized citizen,grade 3,middle atlantic division,2
female,81,naturalized citizen,grade 3,east north central div,1
female,81,naturalized citizen,grade 3,west north central div,1
female,81,naturalized citizen,grade 3,south atlantic division,4
female,81,naturalized citizen,grade 3,west south central div,4
female,81,naturalized citizen,grade 3,pacific division,9
female,81,naturalized citizen,grade 4,new england division,2
female,81,naturalized citizen,grade 4,middle atlantic division,1
female,81,naturalized citizen,grade 4,south atlantic division,2
female,81,naturalized citizen,grade 4,west south central div,3
female,81,naturalized citizen,grade 4,pacific division,7
female,81,naturalized citizen,grade 5,middle atlantic division,10
female,81,naturalized citizen,grade 5,east north central div,1
female,81,naturalized citizen,grade 5,south atlantic division,2
female,81,naturalized citizen,grade 5,west south central div,4
female,81,naturalized citizen,grade 5,mountain division,1
female,81,naturalized citizen,grade 5,pacific division,3
female,81,naturalized citizen,grade 6,new england division,1
female,81,naturalized citizen,grade 6,middle atlantic division,7
female,81,naturalized citizen,grade 6,east north central div,4
female,81,naturalized citizen,grade 6,south atlantic division,13
female,81,naturalized citizen,grade 6,west south central div,3
female,81,naturalized citizen,grade 6,mountain division,3
female,81,naturalized citizen,grade 6,pacific division,14
female,81,naturalized citizen,grade 7,middle atlantic division,6
female,81,naturalized citizen,grade 7,east north central div,2
female,81,naturalized citizen,grade 7,south atlantic division,1
female,81,naturalized citizen,grade 7,west south central div,1
female,81,naturalized citizen,grade 7,pacific division,2
female,81,naturalized citizen,grade 8,new england division,2
female,81,naturalized citizen,grade 8,middle atlantic division,15
female,81,naturalized citizen,grade 8,east north central div,2
female,81,naturalized citizen,grade 8,south atlantic division,5
female,81,naturalized citizen,grade 8,west south central div,3
female,81,naturalized citizen,grade 8,mountain division,2
female,81,naturalized citizen,grade 8,pacific division,5
female,81,naturalized citizen,grade 9,new england division,1
female,81,naturalized citizen,grade 9,middle atlantic division,1
female,81,naturalized citizen,grade 9,east north central div,1
female,81,naturalized citizen,grade 9,south atlantic division,6
female,81,naturalized citizen,grade 9,west south central div,1
female,81,naturalized citizen,grade 9,pacific division,3
female,81,naturalized citizen,grade 10,middle atlantic division,3
female,81,naturalized citizen,grade 10,east north central div,3
female,81,naturalized citizen,grade 10,west north central div,2
female,81,naturalized citizen,grade 10,south atlantic division,5
female,81,naturalized citizen,grade 10,west south central div,2
female,81,naturalized citizen,grade 10,mountain division,2
female,81,naturalized citizen,grade 10,pacific division,5
female,81,naturalized citizen,grade 11,middle atlantic division,3
female,81,naturalized citizen,grade 11,east north central div,1
female,81,naturalized citizen,grade 11,south atlantic division,5
female,81,naturalized citizen,grade 11,east south central div,1
female,81,naturalized citizen,grade 11,west south central div,1
female,81,naturalized citizen,grade 11,mountain division,3
female,81,naturalized citizen,grade 11,pacific division,3
female,81,naturalized citizen,"12th grade, no diploma",new england division,4
female,81,naturalized citizen,"12th grade, no diploma",middle atlantic division,11
female,81,naturalized citizen,"12th grade, no diploma",east north central div,3
female,81,naturalized citizen,"12th grade, no diploma",south atlantic division,15
female,81,naturalized citizen,"12th grade, no diploma",west south central div,3
female,81,naturalized citizen,"12th grade, no diploma",mountain division,1
female,81,naturalized citizen,"12th grade, no diploma",pacific division,15
female,81,naturalized citizen,regular high school diploma,new england division,13
female,81,naturalized citizen,regular high school diploma,middle atlantic division,49
female,81,naturalized citizen,regular high school diploma,east north central div,16
female,81,naturalized citizen,regular high school diploma,west north central div,4
female,81,naturalized citizen,regular high school diploma,south atlantic division,60
female,81,naturalized citizen,regular high school diploma,east south central div,1
female,81,naturalized citizen,regular high school diploma,west south central div,12
female,81,naturalized citizen,regular high school diploma,mountain division,20
female,81,naturalized citizen,regular high school diploma,pacific division,48
female,81,naturalized citizen,ged or alternative credential,new england division,1
female,81,naturalized citizen,ged or alternative credential,middle atlantic division,2
female,81,naturalized citizen,ged or alternative credential,east north central div,2
female,81,naturalized citizen,ged or alternative credential,west north central div,1
female,81,naturalized citizen,ged or alternative credential,south atlantic division,8
female,81,naturalized citizen,ged or alternative credential,west south central div,3
female,81,naturalized citizen,ged or alternative credential,mountain division,2
female,81,naturalized citizen,ged or alternative credential,pacific division,7
female,81,naturalized citizen,"some college, but less than 1 year",new england division,2
female,81,naturalized citizen,"some college, but less than 1 year",middle atlantic division,4
female,81,naturalized citizen,"some college, but less than 1 year",south atlantic division,13
female,81,naturalized citizen,"some college, but less than 1 year",west south central div,3
female,81,naturalized citizen,"some college, but less than 1 year",mountain division,4
female,81,naturalized citizen,"some college, but less than 1 year",pacific division,13
female,81,naturalized citizen,"1 or more years of college credit, no degree",new england division,3
female,81,naturalized citizen,"1 or more years of college credit, no degree",middle atlantic division,14
female,81,naturalized citizen,"1 or more years of college credit, no degree",east north central div,3
female,81,naturalized citizen,"1 or more years of college credit, no degree",south atlantic division,14
female,81,naturalized citizen,"1 or more years of college credit, no degree",west south central div,4
female,81,naturalized citizen,"1 or more years of college credit, no degree",mountain division,8
female,81,naturalized citizen,"1 or more years of college credit, no degree",pacific division,19
female,81,naturalized citizen,"associate's degree, type not specified",new england division,1
female,81,naturalized citizen,"associate's degree, type not specified",middle atlantic division,8
female,81,naturalized citizen,"associate's degree, type not specified",east north central div,6
female,81,naturalized citizen,"associate's degree, type not specified",west north central div,2
female,81,naturalized citizen,"associate's degree, type not specified",south atlantic division,12
female,81,naturalized citizen,"associate's degree, type not specified",west south central div,5
female,81,naturalized citizen,"associate's degree, type not specified",mountain division,3
female,81,naturalized citizen,"associate's degree, type not specified",pacific division,18
female,81,naturalized citizen,bachelor's degree,new england division,4
female,81,naturalized citizen,bachelor's degree,middle atlantic division,27
female,81,naturalized citizen,bachelor's degree,east north central div,10
female,81,naturalized citizen,bachelor's degree,south atlantic division,30
female,81,naturalized citizen,bachelor's degree,east south central div,1
female,81,naturalized citizen,bachelor's degree,west south central div,1
female,81,naturalized citizen,bachelor's degree,mountain division,4
female,81,naturalized citizen,bachelor's degree,pacific division,57
female,81,naturalized citizen,master's degree,new england division,1
female,81,naturalized citizen,master's degree,middle atlantic division,18
female,81,naturalized citizen,master's degree,east north central div,11
female,81,naturalized citizen,master's degree,west north central div,3
female,81,naturalized citizen,master's degree,south atlantic division,11
female,81,naturalized citizen,master's degree,east south central div,1
female,81,naturalized citizen,master's degree,west south central div,9
female,81,naturalized citizen,master's degree,mountain division,3
female,81,naturalized citizen,master's degree,pacific division,13
female,81,naturalized citizen,professional degree beyond a bachelor's degree,new england division,3
female,81,naturalized citizen,professional degree beyond a bachelor's degree,middle atlantic division,7
female,81,naturalized citizen,professional degree beyond a bachelor's degree,east north central div,2
female,81,naturalized citizen,professional degree beyond a bachelor's degree,west north central div,2
female,81,naturalized citizen,professional degree beyond a bachelor's degree,south atlantic division,9
female,81,naturalized citizen,professional degree beyond a bachelor's degree,pacific division,8
female,81,naturalized citizen,doctoral degree,new england division,2
female,81,naturalized citizen,doctoral degree,middle atlantic division,1
female,81,naturalized citizen,doctoral degree,south atlantic division,4
female,81,naturalized citizen,doctoral degree,west south central div,1
female,81,naturalized citizen,doctoral degree,mountain division,3
female,81,naturalized citizen,doctoral degree,pacific division,3
female,82,born abroad of american parents,no schooling completed,middle atlantic division,1
female,82,born abroad of american parents,no schooling completed,west south central div,1
female,82,born abroad of american parents,no schooling completed,pacific division,1
female,82,born abroad of american parents,grade 5,new england division,1
female,82,born abroad of american parents,grade 6,middle atlantic division,1
female,82,born abroad of american parents,grade 8,middle atlantic division,1
female,82,born abroad of american parents,grade 9,middle atlantic division,1
female,82,born abroad of american parents,"12th grade, no diploma",new england division,1
female,82,born abroad of american parents,"12th grade, no diploma",middle atlantic division,1
female,82,born abroad of american parents,regular high school diploma,new england division,1
female,82,born abroad of american parents,regular high school diploma,middle atlantic division,2
female,82,born abroad of american parents,regular high school diploma,east north central div,1
female,82,born abroad of american parents,regular high school diploma,pacific division,3
female,82,born abroad of american parents,"some college, but less than 1 year",new england division,1
female,82,born abroad of american parents,"1 or more years of college credit, no degree",middle atlantic division,1
female,82,born abroad of american parents,"1 or more years of college credit, no degree",east north central div,1
female,82,born abroad of american parents,"1 or more years of college credit, no degree",south atlantic division,1
female,82,born abroad of american parents,"1 or more years of college credit, no degree",pacific division,2
female,82,born abroad of american parents,"associate's degree, type not specified",east south central div,1
female,82,born abroad of american parents,"associate's degree, type not specified",west south central div,5
female,82,born abroad of american parents,"associate's degree, type not specified",pacific division,1
female,82,born abroad of american parents,bachelor's degree,middle atlantic division,1
female,82,born abroad of american parents,bachelor's degree,east north central div,1
female,82,born abroad of american parents,bachelor's degree,south atlantic division,1
female,82,born abroad of american parents,bachelor's degree,pacific division,3
female,82,born abroad of american parents,master's degree,middle atlantic division,1
female,82,born abroad of american parents,master's degree,mountain division,1
female,82,naturalized citizen,no schooling completed,new england division,4
female,82,naturalized citizen,no schooling completed,middle atlantic division,13
female,82,naturalized citizen,no schooling completed,east north central div,3
female,82,naturalized citizen,no schooling completed,south atlantic division,10
female,82,naturalized citizen,no schooling completed,east south central div,3
female,82,naturalized citizen,no schooling completed,west south central div,7
female,82,naturalized citizen,no schooling completed,mountain division,3
female,82,naturalized citizen,no schooling completed,pacific division,25
female,82,naturalized citizen,grade 2,middle atlantic division,2
female,82,naturalized citizen,grade 2,pacific division,2
female,82,naturalized citizen,grade 3,new england division,3
female,82,naturalized citizen,grade 3,middle atlantic division,3
female,82,naturalized citizen,grade 3,south atlantic division,5
female,82,naturalized citizen,grade 3,east south central div,1
female,82,naturalized citizen,grade 3,west south central div,1
female,82,naturalized citizen,grade 3,pacific division,3
female,82,naturalized citizen,grade 4,new england division,1
female,82,naturalized citizen,grade 4,middle atlantic division,1
female,82,naturalized citizen,grade 4,east north central div,1
female,82,naturalized citizen,grade 4,south atlantic division,1
female,82,naturalized citizen,grade 4,mountain division,1
female,82,naturalized citizen,grade 4,pacific division,4
female,82,naturalized citizen,grade 5,new england division,3
female,82,naturalized citizen,grade 5,middle atlantic division,8
female,82,naturalized citizen,grade 5,east north central div,4
female,82,naturalized citizen,grade 5,west south central div,2
female,82,naturalized citizen,grade 5,mountain division,2
female,82,naturalized citizen,grade 5,pacific division,3
female,82,naturalized citizen,grade 6,new england division,1
female,82,naturalized citizen,grade 6,middle atlantic division,9
female,82,naturalized citizen,grade 6,east north central div,1
female,82,naturalized citizen,grade 6,west north central div,1
female,82,naturalized citizen,grade 6,south atlantic division,6
female,82,naturalized citizen,grade 6,west south central div,5
female,82,naturalized citizen,grade 6,mountain division,3
female,82,naturalized citizen,grade 6,pacific division,17
female,82,naturalized citizen,grade 7,middle atlantic division,2
female,82,naturalized citizen,grade 7,east north central div,2
female,82,naturalized citizen,grade 7,south atlantic division,2
female,82,naturalized citizen,grade 7,west south central div,1
female,82,naturalized citizen,grade 7,pacific division,4
female,82,naturalized citizen,grade 8,new england division,7
female,82,naturalized citizen,grade 8,middle atlantic division,3
female,82,naturalized citizen,grade 8,east north central div,8
female,82,naturalized citizen,grade 8,west north central div,1
female,82,naturalized citizen,grade 8,south atlantic division,9
female,82,naturalized citizen,grade 8,mountain division,1
female,82,naturalized citizen,grade 8,pacific division,6
female,82,naturalized citizen,grade 9,new england division,3
female,82,naturalized citizen,grade 9,middle atlantic division,3
female,82,naturalized citizen,grade 9,east north central div,2
female,82,naturalized citizen,grade 9,south atlantic division,8
female,82,naturalized citizen,grade 9,west south central div,2
female,82,naturalized citizen,grade 9,pacific division,8
female,82,naturalized citizen,grade 10,middle atlantic division,3
female,82,naturalized citizen,grade 10,east north central div,2
female,82,naturalized citizen,grade 10,south atlantic division,6
female,82,naturalized citizen,grade 10,west south central div,2
female,82,naturalized citizen,grade 10,mountain division,2
female,82,naturalized citizen,grade 10,pacific division,3
female,82,naturalized citizen,grade 11,new england division,1
female,82,naturalized citizen,grade 11,middle atlantic division,4
female,82,naturalized citizen,grade 11,east north central div,1
female,82,naturalized citizen,grade 11,south atlantic division,1
female,82,naturalized citizen,grade 11,east south central div,1
female,82,naturalized citizen,grade 11,west south central div,4
female,82,naturalized citizen,grade 11,pacific division,2
female,82,naturalized citizen,"12th grade, no diploma",new england division,2
female,82,naturalized citizen,"12th grade, no diploma",middle atlantic division,6
female,82,naturalized citizen,"12th grade, no diploma",east north central div,2
female,82,naturalized citizen,"12th grade, no diploma",west north central div,1
female,82,naturalized citizen,"12th grade, no diploma",south atlantic division,13
female,82,naturalized citizen,"12th grade, no diploma",east south central div,3
female,82,naturalized citizen,"12th grade, no diploma",west south central div,4
female,82,naturalized citizen,"12th grade, no diploma",mountain division,3
female,82,naturalized citizen,"12th grade, no diploma",pacific division,23
female,82,naturalized citizen,regular high school diploma,new england division,14
female,82,naturalized citizen,regular high school diploma,middle atlantic division,33
female,82,naturalized citizen,regular high school diploma,east north central div,18
female,82,naturalized citizen,regular high school diploma,west north central div,4
female,82,naturalized citizen,regular high school diploma,south atlantic division,53
female,82,naturalized citizen,regular high school diploma,east south central div,2
female,82,naturalized citizen,regular high school diploma,west south central div,11
female,82,naturalized citizen,regular high school diploma,mountain division,8
female,82,naturalized citizen,regular high school diploma,pacific division,57
female,82,naturalized citizen,ged or alternative credential,new england division,2
female,82,naturalized citizen,ged or alternative credential,middle atlantic division,5
female,82,naturalized citizen,ged or alternative credential,east north central div,2
female,82,naturalized citizen,ged or alternative credential,south atlantic division,6
female,82,naturalized citizen,ged or alternative credential,west south central div,1
female,82,naturalized citizen,ged or alternative credential,mountain division,2
female,82,naturalized citizen,ged or alternative credential,pacific division,6
female,82,naturalized citizen,"some college, but less than 1 year",new england division,1
female,82,naturalized citizen,"some college, but less than 1 year",middle atlantic division,5
female,82,naturalized citizen,"some college, but less than 1 year",west north central div,1
female,82,naturalized citizen,"some college, but less than 1 year",south atlantic division,4
female,82,naturalized citizen,"some college, but less than 1 year",east south central div,1
female,82,naturalized citizen,"some college, but less than 1 year",mountain division,3
female,82,naturalized citizen,"some college, but less than 1 year",pacific division,9
female,82,naturalized citizen,"1 or more years of college credit, no degree",new england division,5
female,82,naturalized citizen,"1 or more years of college credit, no degree",middle atlantic division,9
female,82,naturalized citizen,"1 or more years of college credit, no degree",east north central div,7
female,82,naturalized citizen,"1 or more years of college credit, no degree",south atlantic division,14
female,82,naturalized citizen,"1 or more years of college credit, no degree",east south central div,1
female,82,naturalized citizen,"1 or more years of college credit, no degree",west south central div,2
female,82,naturalized citizen,"1 or more years of college credit, no degree",mountain division,5
female,82,naturalized citizen,"1 or more years of college credit, no degree",pacific division,31
female,82,naturalized citizen,"associate's degree, type not specified",new england division,2
female,82,naturalized citizen,"associate's degree, type not specified",middle atlantic division,8
female,82,naturalized citizen,"associate's degree, type not specified",east north central div,3
female,82,naturalized citizen,"associate's degree, type not specified",west north central div,1
female,82,naturalized citizen,"associate's degree, type not specified",south atlantic division,9
female,82,naturalized citizen,"associate's degree, type not specified",west south central div,4
female,82,naturalized citizen,"associate's degree, type not specified",mountain division,1
female,82,naturalized citizen,"associate's degree, type not specified",pacific division,18
female,82,naturalized citizen,bachelor's degree,new england division,5
female,82,naturalized citizen,bachelor's degree,middle atlantic division,20
female,82,naturalized citizen,bachelor's degree,east north central div,7
female,82,naturalized citizen,bachelor's degree,south atlantic division,26
female,82,naturalized citizen,bachelor's degree,west south central div,5
female,82,naturalized citizen,bachelor's degree,mountain division,10
female,82,naturalized citizen,bachelor's degree,pacific division,28
female,82,naturalized citizen,master's degree,new england division,6
female,82,naturalized citizen,master's degree,middle atlantic division,8
female,82,naturalized citizen,master's degree,east north central div,3
female,82,naturalized citizen,master's degree,west north central div,1
female,82,naturalized citizen,master's degree,south atlantic division,16
female,82,naturalized citizen,master's degree,east south central div,1
female,82,naturalized citizen,master's degree,west south central div,2
female,82,naturalized citizen,master's degree,mountain division,3
female,82,naturalized citizen,master's degree,pacific division,8
female,82,naturalized citizen,professional degree beyond a bachelor's degree,new england division,1
